"Resource Code","Resource Name","Administrators","Staff Member - 1","Cybercom Team","Staff Member - 2","Salesman - Leor","Staff Member - 3","Salesman - 1","Staff Member Kirill","Data Team","Gabe data ","Staff Member Vera","tv","UI designer","Wiser Team","HR Jon","Salesman Allan ","Staff member Eugene","Tax Report","Staff Member - Hillel","Salesman - Ted","Staff Member - Brent","Salesman - Albert","Salesman - Elliot","Salesman- Eddy","Staff Member - dmitryS","Cybercom Catalog Update Only","Staff Member - Ron","Staff Member - 1 - irene","Salesman - 1 - leran","Staff Member - joan","Cybercom Team 2","Staff Member - tairet","Staff Member - 1 - Sid, BillM, GaryS, Neilk","Salesman - justin","Staff Member - 2 - Eugene","Salesman - Azi ","Phil","Staff Member - 1 - Valerie","Staff Member - Saidy","Administrator_Dashboard","Staff Member - Shibvon ","Staff Member - 	Marleny","Staff Member Kishan","leran_staffmember","manger4147"
"admin/sales/order/allow_without_dates","Allow Status Search Without Date ","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/lexis_nexis_details"," Check LexisNexis Details","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/lexis_nexis_image"," Add LexisNexix Image","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_auto_verify_orders"," Allow Auto Verify Orders","deny","deny","deny","deny","allow","deny","allow","deny","deny","allow","deny","deny","deny","allow","deny","allow","deny","deny","deny","allow","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/show_all_payment_methods"," Show All Payment methods","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/allow_to_check_min_margin_before_update_items","Check Min Margin Before Updatedating Items","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/can_calculate_min_margin","Calculate Min Margin","deny","allow","allow","deny","allow","allow","allow","allow","deny","deny","allow","deny","deny","deny","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_continue_button_when_below_minmargin","Allow Continue button when below min margin","deny","deny","allow","allow","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","allow","deny","allow","deny","deny","deny","allow","deny","deny"
"admin/sales/order/allow_continue_without_removing_other_discounts","Allow Continue Without Removing Other Discounts","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny"
"admin/sales/order/show_responsible_user","Show Responsible User","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_reassign_responsible_user","Allow Reassign Responsible User","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/allow_refund_approve_reject","Allow Refund Approve / Reject Button","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/do_not_restrict_refund_more_than_claim","Do not Restrict Refund more than Claim","deny","deny","deny","allow","deny","deny","deny","allow","deny","deny","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","allow","deny","allow","deny","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/show_date_change_reason","Show Date Change Reason","deny","allow","deny","allow","deny","allow","deny","allow","deny","deny","allow","deny","deny","deny","allow","deny","allow","deny","allow","deny","allow","deny","deny","deny","allow","deny","allow","allow","deny","allow","allow","allow","allow","deny","allow","deny","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_change_shipping_method_express_order","Allow to Change Express to Platinum method Only Express Ordered","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/send_warranty_offer_mail","Send Warranty Offer Mail","deny","deny","allow","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/send_warranty_offer_mail/show_the_warranty_offer_checkbox","Show the Warranty Offer checkbox (It will send the offer email if warranty not in order )","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/can_show_items_section_message","Can Show Order View Items Section Message","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","allow","deny","allow","allow","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","allow","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/can_show_split_shipment_tab","Can Show Order View Split Shipment Tab","deny","allow","allow","allow","allow","allow","allow","allow","deny","deny","allow","deny","deny","deny","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/allow_update_price_on_edit_order","Allow Update Price On Edit Order","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/do_not_allow_apply_tax_discount","Do Not Allow Apply Tax Discount","deny","allow","deny","allow","deny","allow","deny","allow","deny","deny","allow","deny","deny","deny","deny","deny","allow","deny","allow","deny","allow","deny","deny","deny","allow","deny","allow","allow","deny","allow","deny","allow","allow","deny","allow","deny","deny","allow","allow","deny","allow","allow","allow","deny","deny"
"admin/sales/order/order_grid_allow_state_column","Allow To Show State On Grid","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/allow_to_lower_price_for_one_piece","Allow To Lower Price For 1 Piece","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/allow_specific_cancellation_status_to_search","Allow Specific Cancellation Group Status To Search","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/allow_specific_acknowledgments_status_to_search","Allow Specific Acknowledgments Group Status To Search","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/allow_to_salesman_custom_discount","Allow To Salesman Section Custom Discount","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/allow_to_attempt_cancellation_with_no_fees","Allow To Attempt Cancellation With No Fees","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/allow_to_update_incorrect_date_in_refund","Allow To Update Incorrect Date In Refund","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/do_not_update_price_when_current_order_is_reordered","Do Not Update Price When Current Order is reordered","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny"
"admin/sales/order/pricematch","Price Match","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","deny","allow","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","allow","deny","deny"
